Focal.ID,KMP.ID,Litter.Code,Treatment.4way,DF.Treatment,Rank,Age,Preg.stage,Location,AM.PM,Total.Monthly.Rainfall,Group.Size,Focal.Length.Hour,Olfactory,HIA.I.All,HIA.R.All,Fcomp.I,Fcomp.R,Sub.I.All,Sub.R.All,Prosocial.I,Prosocial.R
2.1.TH28,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,AM,6.4,13,0.340277778,0,1,0,1,0,0,0,0,0
2.1.TH29,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,AM,6.4,13,0.330555556,0,0,1,0,1,0,0,0,0
2.1.TH30,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,PM,6.4,13,0.109166667,1,0,0,0,0,0,0,0,0
2.1.TN01,TN,FA,Control,Control,D,3.1,MP,Forage,PM,10,13,0.253888889,0,0,0,0,0,0,0,0,1
2.1.TN02,TN,FA,Control,Control,D,3.1,MP,Forage,PM,10,13,0.152777778,0,0,0,0,0,0,0,0,0
2.1.TN03,TN,FA,Control,Control,D,3.1,MP,Forage,AM,10,13,0.353611111,0,0,2,0,2,0,4,0,1
2.1.TN04,TN,FA,Control,Control,D,3.1,MP,Forage,AM,10,13,0.320833333,1,2,0,0,0,0,1,0,1
2.1.TN05,TN,FA,Control,Control,D,3.1,MP,Forage,AM,10,13,0.280277778,1,0,0,0,0,0,0,0,0
2.1.TN06,TN,FA,Control,Control,D,3.1,MP,Forage,AM,10,13,0.334166667,0,2,0,0,0,0,0,0,0
2.1.TN07,TN,FA,Control,Control,D,3.1,MP,Burrow,AM,10,13,0.0625,0,0,0,0,0,0,0,2,2
2.1.TN08,TN,FA,Control,Control,D,3.1,MP,Forage,AM,10,13,0.343333333,0,0,0,0,0,0,3,0,1
2.1.TN09,TN,FA,Control,Control,D,3.1,LP,Burrow,AM,11.2,13,0.095555556,0,0,0,0,0,0,7,2,5
2.1.TN10,TN,FA,Control,Control,D,3.1,LP,Forage,AM,11.2,13,0.344444444,0,0,0,0,0,0,0,0,0
2.1.TN11,TN,FA,Control,Control,D,3.1,LP,Forage,AM,11.2,13,0.207222222,0,0,0,0,0,0,0,0,0
2.1.TN12,TN,FA,Control,Control,D,3.1,LP,Forage,PM,11.2,13,0.246111111,0,0,0,0,0,0,1,0,1
2.1.TN13,TN,FA,Control,Control,D,3.1,LP,Forage,PM,11.2,13,0.264722222,0,1,0,0,0,0,0,0,0
2.1.TN14,TN,FA,Control,Control,D,3.1,LP,Burrow,PM,11.2,13,0.053055556,0,0,0,0,0,0,0,1,0
2.1.TN15,TN,FA,Control,Control,D,3.1,LP,Forage,AM,11.2,13,0.341388889,0,0,0,0,0,0,0,0,0
2.1.TN16,TN,FA,Control,Control,D,3.1,LP,Forage,AM,11.2,13,0.360555556,0,0,0,0,0,0,0,0,0
2.1.TN17,TN,FA,Control,Control,D,3.1,LP,Forage,PM,11.2,13,0.308055556,0,0,0,0,0,0,0,0,0
2.1.TN18,TN,FA,Control,Control,D,3.1,LP,Forage,PM,11.2,13,0.218611111,0,0,0,0,0,0,0,0,0
2.1.TN19,TN,FA,Control,Control,D,3.1,LP,Forage,PM,11.2,13,0.262222222,0,0,0,0,0,0,0,0,0
2.1.TN20,TN,FA,Control,Control,D,3.1,LP,Forage,AM,11.2,13,0.349166667,1,0,0,0,0,0,0,0,0
2.1.TN21,TN,FA,Control,Control,D,3.1,LP,Forage,AM,11.2,13,0.3425,0,0,0,0,0,0,0,0,0
2.1.TN22,TN,FA,Control,Control,D,3.1,LP,Forage,PM,11.2,13,0.241111111,0,1,0,0,0,0,0,0,0
2.1.TN23,TN,FA,Control,Control,D,3.1,LP,Forage,AM,11.2,13,0.337222222,0,0,0,0,0,0,0,0,0
2.1.TN24,TN,FA,Control,Control,D,3.1,LP,Forage,AM,11.2,13,0.338333333,0,0,0,0,0,0,0,0,0
2.1.TN25,TN,FA,Control,Control,D,3.1,LP,Forage,AM,11.2,13,0.338333333,0,0,1,0,1,0,0,0,0
2.1.TN26,TN,FA,Control,Control,D,3.1,LP,Forage,PM,11.2,13,0.267222222,0,0,0,0,0,0,1,0,1
2.1.TN27,TN,FA,Control,Control,D,3.1,LP,Forage,PM,11.2,13,0.272222222,0,0,1,0,1,0,0,0,1
2.1.TN28,TN,FA,Control,Control,D,3.1,LP,Forage,PM,12.2,13,0.238333333,0,0,0,0,0,0,1,0,1
2.1.TN29,TN,FA,Control,Control,D,3.1,LP,Forage,PM,12.2,13,0.258333333,0,0,0,0,0,0,0,0,0
2.1.TN30,TN,FA,Control,Control,D,3.1,LP,Burrow,PM,12.2,13,0.0775,0,0,0,0,0,0,0,0,1
2.1.TN31,TN,FA,Control,Control,D,3.2,LP,Burrow,AM,12.2,13,0.104444444,0,0,0,0,0,0,2,5,1
2.1.TN32,TN,FA,Control,Control,D,3.2,LP,Forage,AM,12.2,13,0.324166667,0,0,0,0,0,0,0,2,0
2.1.TN33,TN,FA,Control,Control,D,3.2,LP,Forage,AM,12.2,13,0.324722222,0,4,1,1,1,0,0,0,0
2.1.TN34,TN,FA,Control,Control,D,3.2,LP,Forage,AM,12.2,13,0.324722222,0,1,0,0,0,0,0,0,0
2.1.TN35,TN,FA,Control,Control,D,3.2,LP,Forage,PM,12.2,13,0.26,0,0,0,0,0,0,5,0,2
2.1.TN36,TN,FA,Control,Control,D,3.2,LP,Forage,PM,12.2,13,0.298888889,0,0,0,0,0,0,0,0,0
2.1.TN37,TN,FA,Control,Control,D,3.2,LP,Burrow,PM,12.2,13,0.023888889,0,0,0,0,0,0,0,0,1
2.1.TN38,TN,FA,Control,Control,D,3.2,LP,Burrow,PM,12.2,13,0.061944444,0,0,0,0,0,0,0,0,1
2.1.TN39,TN,FA,Control,Control,D,3.2,LP,Forage,PM,2.2,12,0.275277778,0,0,1,0,0,0,0,0,0
2.1.TN40,TN,FA,Control,Control,D,3.2,LP,Forage,PM,2.2,12,0.251666667,0,0,0,0,0,0,0,0,0
2.1.TN41,TN,FA,Control,Control,D,3.2,LP,Burrow,PM,2.2,12,0.0925,0,0,0,0,0,0,0,0,0
2.1.TN42,TN,FA,Control,Control,D,3.2,LP,Forage,PM,2.2,12,0.26,0,0,0,0,0,0,0,0,0
2.1.TN43,TN,FA,Control,Control,D,3.2,LP,Forage,PM,2.2,12,0.246666667,0,1,0,0,0,0,0,0,0
2.1.TN44,TN,FA,Control,Control,D,3.2,LP,Forage,AM,2.2,12,0.174166667,0,1,0,0,0,0,1,0,0
2.1.TN45,TN,FA,Control,Control,D,3.2,LP,Forage,AM,2.2,12,0.333055556,0,0,0,0,0,0,0,0,2
2.1.TN46,TN,FA,Control,Control,D,3.2,LP,Forage,AM,2.2,12,0.358055556,1,1,1,0,1,0,0,2,0
2.1.TN47,TN,FA,Control,Control,D,3.2,LP,Forage,PM,2.2,12,0.283611111,0,0,0,0,0,0,0,0,0
2.1.TN48,TN,FA,Control,Control,D,3.2,LP,Forage,PM,2.2,12,0.253055556,0,0,0,0,0,0,0,0,0
2.1.TN49,TN,FA,Control,Control,D,3.2,LP,Burrow,PM,2.2,12,0.055,0,0,3,0,0,0,0,2,6
2.2.TN01,TN,GB,Control,Control,D,3.3,LP,Forage,PM,9,12,0.257777778,1,0,0,0,0,0,0,0,0
2.2.TN02,TN,GB,Control,Control,D,3.3,LP,Forage,PM,9,12,0.251944444,0,0,0,0,0,0,0,0,0
2.2.TN03,TN,GB,Control,Control,D,3.3,LP,Forage,AM,6.4,12,0.335833333,0,0,0,0,0,0,0,0,0
2.2.TN04,TN,GB,Control,Control,D,3.3,LP,Forage,AM,6.4,12,0.339444444,0,0,0,0,0,0,0,0,0
2.2.TN05,TN,GB,Control,Control,D,3.3,LP,Forage,PM,6.4,12,0.176944444,0,0,0,0,0,0,0,0,0
2.2.TN06,TN,GB,Control,Control,D,3.3,LP,Forage,PM,6.4,12,0.203888889,0,0,0,0,0,0,0,0,0
2.2.TN07,TN,GB,Control,Control,D,3.4,LP,Forage,AM,6.4,12,0.298333333,2,0,0,0,0,0,0,0,0
2.2.TN08,TN,GB,Control,Control,D,3.4,LP,Forage,PM,6.4,12,0.257222222,0,0,0,0,0,0,2,1,0
2.2.TN09,TN,GB,Control,Control,D,3.4,LP,Burrow,PM,6.4,12,0.026111111,0,0,0,0,0,0,0,1,1
2.2.TN10,TN,GB,Control,Control,D,3.4,LP,Forage,AM,6.4,12,0.330555556,0,1,1,0,0,0,1,0,0
2.2.TN11,TN,GB,Control,Control,D,3.4,LP,Forage,AM,6.4,12,0.350555556,2,0,0,0,0,0,0,0,0
2.2.TN12,TN,GB,Control,Control,D,3.4,LP,Forage,AM,6.4,12,0.331944444,0,0,0,0,0,0,0,1,0
2.2.TN13,TN,GB,Control,Control,D,3.4,LP,Forage,PM,6.4,12,0.259444444,0,0,0,0,0,0,0,0,0
2.2.TN14,TN,GB,Control,Control,D,3.4,LP,Burrow,PM,6.4,12,0.072777778,0,0,0,0,0,0,0,1,2
2.2.TN15,TN,GB,Flutamide,Flutamide,D,3.4,LP,Burrow,AM,4.2,12,0.073888889,0,0,0,0,0,0,0,2,4
2.2.TN16,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,12,0.335,1,1,0,0,0,0,0,0,0
2.2.TN17,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,12,0.347777778,0,3,0,0,0,0,0,0,0
2.2.TN18,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,12,0.331111111,0,0,0,0,0,0,0,0,0
2.2.TN19,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,PM,4.2,12,0.257222222,0,0,2,0,1,0,0,0,0
2.2.TN20,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,PM,4.2,12,0.078055556,0,0,0,0,0,0,0,0,0
2.2.TN21,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,PM,4.2,12,0.253611111,0,0,0,0,0,0,0,0,0
2.2.TN22,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,12,0.280555556,0,0,0,0,0,0,0,0,0
2.2.TN23,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,PM,4.2,12,0.255555556,0,0,0,0,0,0,0,0,0
2.2.TN24,TN,GB,Flutamide,Flutamide,D,3.4,LP,Burrow,PM,4.2,12,0.061666667,0,0,0,0,0,0,0,0,0
2.2.TN25,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,11,0.322222222,0,1,0,0,0,0,0,0,0
2.2.TN26,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,11,0.333888889,0,2,3,0,1,0,0,0,0
2.2.TN27,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,11,0.338888889,0,0,0,0,0,0,1,0,1
2.2.TN28,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,12,0.345833333,1,1,0,0,0,0,0,0,0
2.2.TN29,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,12,0.334722222,0,0,0,0,0,0,0,0,0
2.2.TN30,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,12,0.33,0,0,0,0,0,0,0,0,0
2.2.TN31,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,12,0.3925,0,0,0,0,0,0,0,0,0
2.2.TN32,TN,GB,Flutamide,Flutamide,D,3.4,LP,Forage,AM,4.2,12,0.333611111,0,0,0,0,0,0,0,0,0
2.2.TN33,TN,GB,Flutamide,Flutamide,D,3.4,PP,Forage,AM,2.6,12,0.328333333,0,0,0,0,0,0,0,0,0
2.2.TN34,TN,GB,Flutamide,Flutamide,D,3.4,PP,Forage,AM,2.6,12,0.344722222,0,0,1,0,0,0,0,0,0
2.2.TN35,TN,GB,Flutamide,Flutamide,D,3.4,PP,Forage,AM,2.6,12,0.303055556,0,0,0,0,0,0,0,0,0
2.2.TN36,TN,GB,Flutamide,Flutamide,D,3.4,PP,Forage,AM,3.4,12,0.330833333,0,0,1,0,1,0,0,0,0
2.2.TN37,TN,GB,Flutamide,Flutamide,D,3.4,PP,Forage,AM,3.4,12,0.334166667,0,0,0,0,0,0,0,1,2
2.2.TN38,TN,GB,Flutamide,Flutamide,D,3.4,PP,Forage,AM,2.2,12,0.344444444,0,0,0,0,0,0,0,0,2
2.2.TN39,TN,GB,Flutamide,Flutamide,D,3.4,PP,Forage,AM,2.2,12,0.334444444,0,0,0,0,0,0,0,0,0
4.1.TP08,TP,NA,Control,Control,D,2,MP,Forage,PM,1.6,8,0.251944444,0,0,0,0,0,0,0,0,0
4.1.TP09,TP,NA,Control,Control,D,2,MP,Forage,PM,1.6,8,0.253611111,0,0,0,0,0,0,0,0,0
4.1.TP10,TP,NA,Control,Control,D,2,MP,Forage,PM,1.6,8,0.251666667,0,0,0,0,0,0,0,0,0
4.1.TP11,TP,NA,Control,Control,D,2,MP,Burrow,PM,1.6,8,0.051388889,0,0,0,0,0,0,0,0,4
4.1.TP12,TP,NA,Control,Control,D,2,MP,Forage,PM,1.6,7,0.228611111,0,0,0,0,0,0,0,0,0
4.1.TP13,TP,NA,Control,Control,D,2,MP,Forage,PM,1.6,7,0.236111111,0,0,0,0,0,0,0,1,0
4.1.TP14,TP,NA,Control,Control,D,2,MP,Burrow,PM,1.6,7,0.041111111,0,0,0,0,0,0,0,0,0
4.1.TP15,TP,NA,Control,Control,D,2,MP,Forage,AM,1.6,8,0.316111111,1,0,0,0,0,0,0,0,0
4.1.TP16,TP,NA,Control,Control,D,2,MP,Forage,AM,1.6,8,0.234722222,8,3,0,0,0,0,0,0,0
4.1.TP17,TP,NA,Control,Control,D,2,MP,Forage,PM,1.6,8,0.253333333,0,0,0,0,0,0,0,0,0
4.1.TP18,TP,NA,Control,Control,D,2,MP,Forage,PM,1.6,8,0.253055556,1,0,0,0,0,0,0,0,0
4.1.TP19,TP,NA,Control,Control,D,2.1,LP,Forage,PM,6.4,8,0.254166667,0,0,0,0,0,0,0,0,0
4.1.TP20,TP,NA,Control,Control,D,2.1,LP,Forage,PM,6.4,8,0.241944444,0,1,0,1,0,0,0,0,0
4.1.TP21,TP,NA,Control,Control,D,2.1,LP,Burrow,PM,6.4,8,0.092222222,0,0,0,0,0,0,0,0,1
4.1.TP22,TP,NA,Control,Control,D,2.1,LP,Forage,PM,14.8,8,0.255555556,10,0,0,0,0,0,0,0,0
4.1.TP23,TP,NA,Control,Control,D,2.1,LP,Forage,PM,14.8,8,0.255555556,0,0,0,0,0,0,0,0,0
4.1.TP24,TP,NA,Control,Control,D,2.1,LP,Forage,PM,14.8,8,0.228055556,0,0,0,0,0,0,0,0,2
4.1.TP25,TP,NA,Control,Control,D,2.1,LP,Forage,AM,14.8,8,0.328611111,1,0,0,0,0,0,1,0,0
4.1.TP26,TP,NA,Control,Control,D,2.1,LP,Forage,AM,14.8,8,0.340555556,3,0,0,0,0,1,0,0,0
4.1.TP27,TP,NA,Control,Control,D,2.1,LP,Forage,PM,14.8,8,0.299166667,0,0,0,0,0,0,0,0,0
4.1.TP28,TP,NA,Control,Control,D,2.1,LP,Forage,PM,14.8,7,0.258611111,0,0,0,0,0,0,1,0,0
4.1.TP29,TP,NA,Control,Control,D,2.1,LP,Forage,PM,14.8,7,0.254722222,0,0,0,0,0,0,0,0,0
4.1.TP30,TP,NA,Control,Control,D,2.1,PP,Forage,AM,14.8,6,0.340833333,0,0,0,0,0,0,0,0,0
4.1.TP31,TP,NA,Control,Control,D,2.1,PP,Forage,AM,14.8,6,0.339166667,2,0,0,0,0,0,0,0,0
4.1.TP32,TP,NA,Control,Control,D,2.1,PP,Forage,AM,14.8,6,0.325555556,0,1,0,1,0,0,0,0,0
4.1.TP33,TP,NA,Control,Control,D,2.1,PP,Forage,AM,14.8,6,0.336944444,0,0,0,0,0,0,0,0,0
4.1.TP34,TP,NA,Control,Control,D,2.1,PP,Forage,PM,14.4,8,0.255833333,0,0,0,0,0,0,0,0,0
4.1.TP35,TP,NA,Control,Control,D,2,MP,Burrow,AM,1.6,8,0.064722222,1,1,0,0,0,0,0,0,0
4.1.TP36,TP,NA,Control,Control,D,2,MP,Forage,AM,1.6,8,0.338055556,1,0,0,0,0,0,2,0,0
4.1.TP37,TP,NA,Control,Control,D,2,MP,Forage,AM,1.6,8,0.334166667,0,0,0,0,0,0,0,0,0
1.1.YN01,YN,EB,Control,Control,D,6.9,MP,Forage,PM,25,25,0.523055556,0,0,0,0,0,0,6,0,2
1.1.YN02,YN,EB,Control,Control,D,6.9,MP,Forage,PM,25,25,0.2325,0,0,0,0,0,0,2,0,0
1.1.YN03,YN,EB,Control,Control,D,6.9,MP,Burrow,PM,25,25,0.036666667,0,0,0,0,0,0,2,0,0
1.1.YN04,YN,EB,Control,Control,D,6.9,MP,Burrow,AM,25,25,0.06,0,1,0,0,0,0,0,0,0
1.1.YN05,YN,EB,Control,Control,D,6.9,MP,Forage,AM,25,25,0.4875,0,0,0,0,0,0,1,0,0
1.1.YN06,YN,EB,Control,Control,D,6.9,MP,Forage,AM,25,25,0.495,0,3,0,1,0,0,3,1,1
1.1.YN07,YN,EB,Control,Control,D,6.9,MP,Forage,AM,25,25,0.480833333,0,0,0,0,0,0,1,0,1
1.1.YN08,YN,EB,Control,Control,D,6.9,MP,Forage,PM,25,25,0.501944444,0,2,0,0,0,0,4,1,0
1.1.YN09,YN,EB,Control,Control,D,6.9,LP,Burrow,AM,55.4,24,0.114444444,0,1,0,0,0,0,2,0,6
1.1.YN10,YN,EB,Control,Control,D,6.9,LP,Forage,AM,55.4,24,0.522222222,0,1,0,0,0,0,3,0,0
1.1.YN11,YN,EB,Control,Control,D,6.9,LP,Forage,AM,55.4,24,0.261388889,1,3,2,2,1,0,0,0,0
1.1.YN12,YN,EB,Control,Control,D,6.9,LP,Forage,PM,55.4,25,0.546111111,1,0,0,0,0,0,8,0,1
1.1.YN14,YN,EB,Control,Control,D,6.9,LP,Forage,PM,55.4,25,0.171111111,0,0,0,0,0,1,6,0,0
1.1.YN15,YN,EB,Control,Control,D,6.9,LP,Burrow,PM,55.4,25,0.091666667,0,1,1,1,0,0,0,1,3
1.1.YN16,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,PM,57.4,24,0.341111111,0,0,0,0,0,0,3,0,0
1.1.YN18,YN,EB,Flutamide,Flutamide,D,6.9,LP,Burrow,AM,68.4,22,0.149722222,0,4,0,0,0,0,2,2,3
1.1.YN19,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,AM,68.4,22,0.575277778,0,0,0,0,0,0,2,0,1
1.1.YN20,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,AM,68.4,22,0.511666667,2,3,2,0,0,0,24,0,15
1.1.YN22,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,PM,68.4,22,0.318333333,0,0,0,0,0,0,0,0,0
1.1.YN23,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,AM,67.2,22,0.393333333,0,3,0,1,0,0,4,0,0
1.1.YN24,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,AM,67.2,22,0.739166667,0,7,2,2,0,0,12,0,5
1.1.YN25,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,PM,67.2,22,0.501666667,0,0,0,0,0,0,0,0,0
1.1.YN26,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,PM,67.2,22,0.148888889,0,1,0,1,0,0,0,0,0
1.1.YN27,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,PM,67.2,22,0.331111111,0,0,0,0,0,0,0,0,0
1.1.YN28,YN,EB,Flutamide,Flutamide,D,6.9,LP,Burrow,PM,67.2,22,0.096388889,0,0,0,0,0,0,0,0,0
1.1.YN29,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,PM,76.2,22,0.326111111,0,0,0,0,0,0,0,0,0
1.1.YN30,YN,EB,Flutamide,Flutamide,D,6.9,LP,Forage,PM,76.2,22,0.384722222,1,3,0,0,0,0,2,0,2
1.1.YN31,YN,EB,Flutamide,Flutamide,D,7,LP,Forage,AM,59.4,24,0.553055556,0,6,1,0,1,0,0,0,0
1.1.YN32,YN,EB,Flutamide,Flutamide,D,7,LP,Forage,PM,59.4,24,0.355833333,0,3,0,1,0,0,3,0,0
1.1.YN33,YN,EB,Flutamide,Flutamide,D,7,LP,Forage,PM,59.4,24,0.523055556,0,1,1,1,0,0,0,0,0
1.1.YN34,YN,EB,Flutamide,Flutamide,D,7,LP,Burrow,PM,59.4,24,0.113333333,0,0,0,0,0,0,0,0,0
1.1.YN35,YN,EB,Flutamide,Flutamide,D,7,LP,Forage,AM,60,22,0.4275,1,3,0,2,0,0,2,0,0
1.1.YN36,YN,EB,Flutamide,Flutamide,D,7,LP,Forage,AM,60,22,0.238611111,0,0,0,0,0,0,0,0,0
1.1.YN37,YN,EB,Flutamide,Flutamide,D,7,LP,Forage,PM,60,22,0.180555556,1,0,0,0,0,0,1,0,0
1.1.YN38,YN,EB,Flutamide,Flutamide,D,7,LP,Forage,PM,60,22,0.227222222,0,0,0,0,0,0,1,0,1
1.1.YN39,YN,EB,Flutamide,Flutamide,D,7,LP,Burrow,PM,60,22,0.066944444,0,0,0,0,0,0,0,0,0
3.1.ZG01,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,PM,0,13,0.255277778,0,0,0,0,0,0,0,0,0
3.1.ZG02,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,PM,0,13,0.2425,0,0,0,0,0,0,0,0,0
3.1.ZG03,ZG,YA,Subordinate,Control,S,1.6,LP,Burrow,AM,0,13,0.083888889,0,0,0,0,0,0,0,1,0
3.1.ZG04,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,13,0.324722222,0,0,0,0,0,0,0,0,0
3.1.ZG05,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,13,0.315,0,0,0,0,0,0,0,0,0
3.1.ZG06,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,PM,0,13,0.244166667,0,0,0,0,0,0,0,0,0
3.1.ZG07,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,PM,0,13,0.242777778,0,0,0,0,0,0,0,0,0
3.1.ZG08,ZG,YA,Subordinate,Control,S,1.6,LP,Burrow,AM,0,13,0.078888889,0,0,0,0,0,0,0,0,0
3.1.ZG09,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,13,0.318055556,1,0,1,0,0,1,0,0,0
3.1.ZG10,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,13,0.3125,0,0,0,0,0,2,0,0,0
3.1.ZG11,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,PM,0,13,0.248611111,0,0,0,0,0,0,0,0,0
3.1.ZG12,ZG,YA,Subordinate,Control,S,1.6,LP,Burrow,PM,0,13,0.05,0,0,0,0,0,0,0,1,1
3.1.ZG13,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,13,0.323055556,1,0,0,0,0,0,0,0,0
3.1.ZG14,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,13,0.332777778,0,0,0,0,0,0,0,0,0
3.1.ZG15,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,PM,0,13,0.248611111,1,0,2,0,1,0,0,0,0
3.1.ZG16,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,13,0.322222222,1,0,0,0,0,0,0,0,0
3.1.ZG17,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,PM,0,13,0.281388889,0,0,0,0,0,0,0,0,0
3.1.ZG18,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,PM,0,13,0.249444444,0,0,1,0,1,0,0,0,0
3.1.ZG19,ZG,YA,Subordinate,Control,S,1.6,LP,Burrow,AM,0,13,0.048055556,0,0,0,0,0,0,0,0,0
3.1.ZG20,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,13,0.3075,0,0,0,0,0,0,0,0,0
3.1.ZG21,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,13,0.293611111,0,0,0,0,0,0,0,0,0
3.1.ZG22,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,11,0.323055556,0,0,0,0,0,3,0,1,0
3.1.ZG23,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,11,0.323611111,0,0,0,0,0,1,0,0,0
3.1.ZG24,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,9,0.341388889,1,0,0,0,0,1,0,1,0
3.1.ZG25,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,AM,0,12,0.319166667,1,0,0,0,0,0,0,1,0
3.1.ZG26,ZG,YA,Subordinate,Control,S,1.6,LP,Forage,PM,0,12,0.338888889,0,0,0,0,0,1,0,0,1
3.1.ZG27,ZG,YA,Subordinate,Control,S,1.6,LP,Burrow,PM,0,12,0.126111111,0,0,1,0,0,0,0,0,1
3.1.ZG28,ZG,YA,Subordinate,Control,S,1.6,PP,Burrow,AM,0,10,0.081388889,0,0,0,0,0,0,0,0,0
3.1.ZG29,ZG,YA,Subordinate,Control,S,1.6,PP,Forage,AM,0,10,0.333333333,0,0,0,0,0,0,0,1,0
3.1.ZG30,ZG,YA,Subordinate,Control,S,1.6,PP,Forage,AM,0,10,0.317222222,1,0,0,0,0,0,0,0,0
3.1.ZG31,ZG,YA,Subordinate,Control,S,1.6,PP,Forage,AM,0,10,0.325,0,0,0,0,0,0,0,0,0
3.1.ZG32,ZG,YA,Subordinate,Control,S,1.6,PP,Forage,PM,0,8,0.189722222,0,0,0,0,0,0,0,0,0
3.1.ZG33,ZG,YA,Subordinate,Control,S,1.6,PP,Forage,AM,0,10,0.339166667,0,0,0,0,0,0,0,0,0
3.1.ZG34,ZG,YA,Subordinate,Control,S,1.6,PP,Forage,AM,0,10,0.311666667,0,0,0,0,0,0,0,0,1
3.1.ZG35,ZG,YA,Subordinate,Control,S,1.6,PP,Forage,AM,0,8,0.324166667,0,0,0,0,0,0,0,0,0
3.1.ZG36,ZG,YA,Subordinate,Control,S,1.6,PP,Forage,AM,0,8,0.338888889,0,1,0,0,0,0,0,0,0
3.1.ZG37,ZG,YA,Subordinate,Control,S,1.6,PP,Forage,AM,0,8,0.328611111,1,0,0,0,0,0,0,0,0
3.1.ZG38,ZG,YA,Subordinate,Control,S,1.7,PP,Forage,AM,0,8,0.329722222,0,0,0,0,0,0,0,0,0
3.1.ZG39,ZG,YA,Subordinate,Control,S,1.7,PP,Forage,AM,0,8,0.330277778,0,0,0,0,0,0,0,0,0
3.1.ZG40,ZG,YA,Subordinate,Control,S,1.7,PP,Forage,PM,0,9,0.250555556,0,0,0,0,0,0,0,0,0
3.1.ZG41,ZG,YA,Subordinate,Control,S,1.7,PP,Forage,AM,0,8,0.310277778,0,0,0,0,0,0,0,0,0
3.1.ZG42,ZG,YA,Subordinate,Control,S,1.7,PP,Forage,PM,0,7,0.327777778,0,0,0,0,0,0,0,0,0
