,kmp.id.nospace,mom.id,litter,sex,X3.way,age.months.cont,group.size,location1,am.pm,obs.time.hr,i.aggr.all,Total.monthly.rainfall
4708,H,F,AAAC,F,Subordinate control,5.2,17,burrow,am,0.09083,0,45.799989
4709,I,AAC,AAAD,F,Dominant control,5.2,20,forage,pm,0.28056,2,11.999998
4710,Q,F,AAAC,M,Subordinate control,5.2,17,forage,am,0.34083,0,45.799989
4711,L,F,AAAC,M,Subordinate control,5.2,17,burrow,am,0.08917,0,45.799989
4712,R,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.24806,1,11.999998
4713,M,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.2525,0,13.999998
4714,N,AAC,AAAE,M,Dominant treated,5.2,23,forage,pm,0.25278,0,0.2
4715,T,AAC,AAAE,M,Dominant treated,5.2,23,forage,pm,0.28167,3,0.2
4716,O,AAC,AAAE,M,Dominant treated,5.3,23,burrow,am,0.0825,0,0.2
4717,P,AAC,AAAE,M,Dominant treated,5.2,23,forage,pm,0.25056,0,0.2
4718,Y,AAE,AAAG,F,Dominant treated,5.2,15,forage,pm,0.26194,0,27.200011
4719,Z,AAE,AAAG,F,Dominant treated,5.2,15,forage,pm,0.24167,0,27.200011
4720,AA,AAE,AAAH,F,Dominant control,5,16,forage,am,0.32889,3,1.8
4721,AB,AAE,AAAG,M,Dominant treated,5.2,15,forage,am,0.33639,0,27.200011
4722,AF,AAF,AAAJ,F,Dominant control,5,12,forage,am,0.33472,0,97.000108
4723,AG,AAF,AAAJ,F,Dominant control,5,12,forage,am,0.33028,0,97.000108
4724,AH,AAF,AAAJ,F,Dominant control,5,12,burrow,am,0.09667,0,97.000108
4725,AI,AAF,AAAI,F,Dominant treated,4.9,16,forage,pm,0.24639,2,0.2
4726,AD,AAF,AAAI,F,Dominant treated,4.9,16,forage,pm,0.26917,0,0.2
4727,AE,AAF,AAAI,M,Dominant treated,4.9,16,forage,pm,0.24333,0,0.2
4728,AJ,AAG,AAAK,F,Dominant control,5,13,burrow,pm,0.01639,0,1.6
4729,AK,AAG,AAAK,M,Dominant control,5,13,burrow,am,0.09028,0,26.000011
4730,AM,AAG,AAAK,M,Dominant control,5,13,forage,pm,0.23111,0,26.000011
4733,AO,AAH,AAAL,F,Dominant control,5.2,22,forage,pm,0.12861,0,22.40001
4734,CJ,AAW,AABE,F,Subordinate control,5,18,forage,am,0.36639,0,4
4735,CK,AAW,AABE,F,Subordinate control,5,18,forage,am,0.345,0,4
4736,CL,AN,AABF,F,Subordinate control,5,15,forage,am,0.33611,0,0
4737,AQ,AAH,AAAL,M,Dominant control,5.2,22,burrow,pm,0.05333,0,22.40001
4738,CP,AN,AABF,M,Subordinate control,5,15,forage,pm,0.25,2,0
4739,CQ,AN,AABF,M,Subordinate control,5,15,forage,am,0.32472,0,0
4740,AT,AAJ,AAAN,F,Subordinate control,5,31,burrow,pm,0.30417,0,0
4741,AU,AAK,AAAO,F,Dominant control,5.1,9,forage,pm,0.26111,0,8.799998
4742,AV,AAK,AAAO,M,Dominant control,5.2,9,burrow,am,0.09361,0,8.799998
4743,AX,AAL,AAAP,F,Dominant treated,5.1,33,forage,am,0.33722,1,0.8
4744,AY,AAL,AAAP,F,Dominant treated,5.1,33,forage,pm,0.24333,0,0.8
4745,BD,AAL,AAAP,M,Dominant treated,5.1,33,forage,pm,0.25583,0,0.8
4746,BH,AX,AAAT,M,Subordinate control,5,8,forage,am,0.32861,0,14.199998
4747,BI,AX,AAAT,M,Subordinate control,5,8,forage,pm,0.28111,0,14.199998
4748,BK,A,AAAU,F,Subordinate control,5,13,forage,am,0.33861,0,99.600108
4749,BM,AAQ,AAAW,F,Subordinate control,5.2,22,forage,pm,0.33139,2,26.400011
4750,BO,AAQ,AAAW,M,Subordinate control,5.2,22,forage,am,0.35222,0,26.400011
4751,BP,AAQ,AAAW,M,Subordinate control,5.2,22,forage,am,0.3225,0,26.400011
4752,BQ,AAQ,AAAW,M,Subordinate control,5.2,22,burrow,pm,0.07639,0,26.400011
4753,BR,AAS,AAAY,F,Dominant control,5,9,forage,pm,0.27722,1,0
4754,BS,AAS,AAAY,M,Dominant control,5,9,burrow,pm,0.13194,0,0
4755,BU,AAS,AAAY,M,Dominant control,5,9,burrow,pm,0.13667,0,0
4756,CS,AAX,AABG,F,Dominant control,5,13,burrow,am,0.09111,0,13.999998
4757,CT,AAX,AABG,F,Dominant control,5,13,forage,pm,0.28278,0,13.999998
4758,CU,AAX,AABG,F,Dominant control,5,13,burrow,am,0.08361,0,13.999998
4759,BX,AAT,AAAZ,M,Dominant control,5.1,32,forage,pm,0.31278,0,26.400011
4760,BZ,AAT,AAAZ,M,Dominant control,5.1,32,forage,pm,0.23722,1,26.400011
4761,CV,AAX,AABG,M,Dominant control,5,13,burrow,am,0.08556,0,13.999998
4762,CB,AAU,AABA,F,Subordinate control,5,21,forage,pm,0.24194,0,0
4763,CE,AAU,AABA,F,Subordinate control,5,21,burrow,pm,0.06556,0,0
4764,CC,AAU,AABA,M,Subordinate control,5,21,forage,pm,0.23861,0,0
4765,CY,CB,AABH,M,Subordinate control,5,7,burrow,am,0.09861,0,0
4766,AR,AAI,AAAM,F,Dominant treated,5.3,31,forage,pm,0.00917,0,0
4767,A,AAA,AAAA,F,Subordinate control,5.1,25,forage,pm,0.24472,1,0
4768,B,AAA,AAAA,M,Subordinate control,5.3,25,burrow,am,0.06889,0,0
4769,C,AAA,AAAA,M,Subordinate control,5.3,25,burrow,pm,0.08139,0,0
4770,D,AAA,AAAA,M,Subordinate control,5.3,25,forage,pm,0.05722,0,0
4771,H,F,AAAC,F,Subordinate control,5.2,17,forage,am,0.34333,3,45.799989
4772,I,AAC,AAAD,F,Dominant control,5.2,20,burrow,pm,0.11417,0,11.999998
4773,Q,F,AAAC,M,Subordinate control,5.2,17,forage,am,0.34083,0,45.799989
4774,L,F,AAAC,M,Subordinate control,5.2,17,forage,am,0.34806,2,45.799989
4775,R,AAC,AAAD,M,Dominant control,5.2,20,forage,pm,0.25,0,13.999998
4776,N,AAC,AAAE,M,Dominant treated,5.3,23,burrow,am,0.09194,0,0.2
4777,T,AAC,AAAE,M,Dominant treated,5.2,23,forage,pm,0.28806,0,0.2
4778,O,AAC,AAAE,M,Dominant treated,5.3,23,forage,am,0.33611,0,0.2
4779,P,AAC,AAAE,M,Dominant treated,5.3,23,burrow,am,0.09083,0,0.2
4780,Y,AAE,AAAG,F,Dominant treated,5.2,15,forage,pm,0.25944,0,27.200011
4781,Z,AAE,AAAG,F,Dominant treated,5.2,15,burrow,pm,0.08944,0,27.200011
4782,AA,AAE,AAAH,F,Dominant control,5,16,forage,am,0.33139,0,1.8
4783,AB,AAE,AAAG,M,Dominant treated,5.2,15,forage,am,0.34028,1,27.200011
4784,AF,AAF,AAAJ,F,Dominant control,5,12,forage,am,0.32167,0,97.000108
4785,AG,AAF,AAAJ,F,Dominant control,5,12,forage,am,0.32306,2,97.000108
4786,AH,AAF,AAAJ,F,Dominant control,5,12,forage,am,0.33722,0,97.000108
4787,AI,AAF,AAAI,F,Dominant treated,5.1,16,forage,pm,0.24972,3,0.2
4788,AD,AAF,AAAI,F,Dominant treated,5.1,16,forage,pm,0.28361,1,0.2
4789,AE,AAF,AAAI,M,Dominant treated,5.1,16,forage,pm,0.25361,0,0.2
4790,AJ,AAG,AAAK,F,Dominant control,5,13,burrow,am,0.11778,0,26.000011
4791,AK,AAG,AAAK,M,Dominant control,5,13,burrow,am,0.08194,0,26.000011
4792,AM,AAG,AAAK,M,Dominant control,5,13,burrow,am,0.08,0,26.000011
4795,AO,AAH,AAAL,F,Dominant control,5.2,22,burrow,pm,0.05528,0,22.40001
4796,CJ,AAW,AABE,F,Subordinate control,5,18,forage,am,0.1425,0,4
4797,CK,AAW,AABE,F,Subordinate control,5,18,forage,am,0.33,0,4
4798,CL,AN,AABF,F,Subordinate control,5,15,forage,am,0.32833,0,0
4799,CP,AN,AABF,M,Subordinate control,5,15,forage,pm,0.25083,0,0
4800,CQ,AN,AABF,M,Subordinate control,5,15,forage,am,0.33944,0,0
4801,AT,AAJ,AAAN,F,Subordinate control,5.1,31,burrow,am,0.08472,0,0
4802,AU,AAK,AAAO,F,Dominant control,5.1,9,forage,pm,0.24667,0,8.799998
4803,AV,AAK,AAAO,M,Dominant control,5.2,9,forage,am,0.46194,3,8.799998
4804,AX,AAL,AAAP,F,Dominant treated,5.1,33,forage,am,0.34278,0,0.8
4805,AY,AAL,AAAP,F,Dominant treated,5.1,33,forage,pm,0.25417,0,0.8
4806,BD,AAL,AAAP,M,Dominant treated,5.2,33,forage,am,0.33278,0,0.8
4807,BH,AX,AAAT,M,Subordinate control,5,8,forage,pm,0.31083,4,14.199998
4808,BI,AX,AAAT,M,Subordinate control,5,8,forage,pm,0.37389,0,14.199998
4809,BK,A,AAAU,F,Subordinate control,5,13,forage,pm,0.26361,0,99.600108
4810,BO,AAQ,AAAW,M,Subordinate control,5.2,22,forage,pm,0.26583,0,26.400011
4811,BP,AAQ,AAAW,M,Subordinate control,5.2,22,forage,pm,0.27167,2,26.400011
4812,BR,AAS,AAAY,F,Dominant control,5,9,forage,pm,0.27333,3,0
4813,BS,AAS,AAAY,M,Dominant control,5,9,forage,pm,0.12556,0,0
4814,BU,AAS,AAAY,M,Dominant control,5,9,forage,pm,0.22083,0,0
4815,CS,AAX,AABG,F,Dominant control,5,13,forage,pm,0.31056,1,13.999998
4816,CT,AAX,AABG,F,Dominant control,5.1,13,burrow,am,0.03472,0,13.999998
4817,CU,AAX,AABG,F,Dominant control,5,13,forage,pm,0.25889,0,13.999998
4818,BX,AAT,AAAZ,M,Dominant control,5.1,32,forage,pm,0.27583,0,26.400011
4819,CV,AAX,AABG,M,Dominant control,5,13,forage,pm,0.28889,2,13.999998
4820,CB,AAU,AABA,F,Subordinate control,5.1,21,forage,am,0.33139,0,0
4821,CE,AAU,AABA,F,Subordinate control,5.1,21,forage,am,0.35667,0,0
4822,CC,AAU,AABA,M,Subordinate control,5,21,forage,pm,0.12361,0,0
4823,CY,CB,AABH,M,Subordinate control,5,7,burrow,am,0.13194,0,0
4824,AR,AAI,AAAM,F,Dominant treated,5.3,31,burrow,pm,0.10444,0,0
4825,A,AAA,AAAA,F,Subordinate control,6,24,forage,pm,0.22083,0,0
4826,B,AAA,AAAA,M,Subordinate control,6,24,forage,pm,0.25528,0,0
4827,C,AAA,AAAA,M,Subordinate control,6,24,forage,pm,0.29361,0,0
4828,D,AAA,AAAA,M,Subordinate control,6,24,forage,pm,0.16778,0,0
4829,H,F,AAAC,F,Subordinate control,5.9,15,forage,pm,0.25583,0,102.000108
4830,I,AAC,AAAD,F,Dominant control,5.9,14,forage,am,0.3225,4,8.799998
4831,Q,F,AAAC,M,Subordinate control,5.9,14,forage,pm,0.27028,1,102.000108
4832,L,F,AAAC,M,Subordinate control,5.9,14,forage,pm,0.25833,1,102.000108
4833,R,AAC,AAAD,M,Dominant control,5.9,14,forage,am,0.33722,1,8.799998
4834,S,AAC,AAAD,M,Dominant control,5.9,14,forage,am,0.33444,0,8.799998
4835,M,AAC,AAAD,M,Dominant control,5.9,14,forage,am,0.3275,0,8.799998
4840,Y,AAE,AAAG,F,Dominant treated,6.1,15,burrow,am,0.10917,0,0
4841,Z,AAE,AAAG,F,Dominant treated,6.1,15,burrow,am,0.09111,0,0
4842,AA,AAE,AAAH,F,Dominant control,5.9,14,burrow,am,0.11917,0,78.199998
4843,AB,AAE,AAAG,M,Dominant treated,6.1,15,burrow,am,0.13556,0,0
4844,AF,AAF,AAAJ,F,Dominant control,6,11,forage,am,0.25528,0,0.4
4845,AG,AAF,AAAJ,F,Dominant control,6,11,forage,am,0.13889,0,0.4
4846,AH,AAF,AAAJ,F,Dominant control,6,16,burrow,am,0.08,0,0.4
4847,AI,AAF,AAAI,F,Dominant treated,5.8,11,burrow,am,0.07694,0,0
4848,AE,AAF,AAAI,M,Dominant treated,5.8,11,burrow,am,0.09361,0,0
4849,AJ,AAG,AAAK,F,Dominant control,5.9,11,burrow,am,0.07111,0,27.200011
4850,AK,AAG,AAAK,M,Dominant control,5.9,11,burrow,am,0.0825,0,27.200011
4851,AM,AAG,AAAK,M,Dominant control,5.9,11,burrow,am,0.08167,0,27.200011
4852,AN,AAH,AAAL,F,Dominant control,5.8,21,burrow,am,0.07694,0,27.200011
4853,AO,AAH,AAAL,F,Dominant control,5.8,21,burrow,am,0.11056,0,27.200011
4854,CJ,AAW,AABE,F,Subordinate control,5.9,16,burrow,am,0.105,0,79.399998
4855,CK,AAW,AABE,F,Subordinate control,5.9,16,forage,am,0.33222,0,79.399998
4856,CL,AN,AABF,F,Subordinate control,5.9,10,forage,am,0.31306,0,0.2
4857,AP,AAH,AAAL,M,Dominant control,5.8,21,burrow,am,0.08583,0,27.200011
4858,AQ,AAH,AAAL,M,Dominant control,5.8,21,forage,am,0.15389,0,27.200011
4859,CP,AN,AABF,M,Subordinate control,5.9,10,forage,am,0.34194,0,0.2
4860,CQ,AN,AABF,M,Subordinate control,5.9,10,forage,am,0.32861,1,0.2
4861,AR,AAI,AAAM,F,Dominant treated,6.2,30,burrow,am,0.20139,0,26.400011
4862,AT,AAJ,AAAN,F,Subordinate control,5.9,31,burrow,am,0.25333,0,27.200011
4863,AU,AAK,AAAO,F,Dominant control,6.1,8,forage,am,0.33389,0,0
4864,AV,AAK,AAAO,M,Dominant control,6.1,8,forage,am,0.34389,0,0
4865,AX,AAL,AAAP,F,Dominant treated,6,32,forage,am,0.36972,5,0
4866,AY,AAL,AAAP,F,Dominant treated,6,32,forage,am,0.30778,0,0
4867,BD,AAL,AAAP,M,Dominant treated,6,32,forage,am,0.335,7,0
4868,BH,AX,AAAT,M,Subordinate control,6.1,7,forage,pm,0.25139,0,0
4869,BI,AX,AAAT,M,Subordinate control,6.1,7,forage,pm,0.25472,0,0
4870,BK,A,AAAU,F,Subordinate control,6,12,forage,pm,0.20361,0,0.4
4871,BM,AAQ,AAAW,F,Subordinate control,6.2,9,burrow,am,0.09222,0,0.8
4872,BO,AAQ,AAAW,M,Subordinate control,6.2,9,burrow,am,0.08861,0,0.8
4873,BP,AAQ,AAAW,M,Subordinate control,6.2,9,burrow,am,0.09,0,0.8
4874,BQ,AAQ,AAAW,M,Subordinate control,6.2,9,burrow,am,0.07417,0,0.8
4875,BR,AAS,AAAY,F,Dominant control,6,6,forage,pm,0.28306,0,26.400011
4876,BS,AAS,AAAY,M,Dominant control,6,6,forage,pm,0.25611,2,26.400011
4877,BU,AAS,AAAY,M,Dominant control,6,6,forage,pm,0.33694,0,26.400011
4878,CS,AAX,AABG,F,Dominant control,5.9,12,forage,pm,0.25528,0,0.2
4879,CT,AAX,AABG,F,Dominant control,5.9,12,forage,pm,0.25028,2,0.2
4880,CU,AAX,AABG,F,Dominant control,5.9,12,forage,pm,0.24944,0,0.2
4881,BX,AAT,AAAZ,M,Dominant control,6.1,11,burrow,am,0.10944,0,0.8
4882,BZ,AAT,AAAZ,M,Dominant control,6.1,30,burrow,am,0.08639,0,0.8
4883,CV,AAX,AABG,M,Dominant control,5.9,12,forage,pm,0.27,1,0.2
4884,CB,AAU,AABA,F,Subordinate control,5.8,16,forage,am,0.36861,0,0
4885,CE,AAU,AABA,F,Subordinate control,5.8,16,forage,am,0.34333,1,0
4886,CC,AAU,AABA,M,Subordinate control,5.8,16,forage,am,0.34667,0,0
4887,CY,CB,AABH,M,Subordinate control,6,7,forage,pm,0.25528,0,0.2
4888,A,AAA,AAAA,F,Subordinate control,6.3,25,forage,pm,0.23667,2,1.8
4889,B,AAA,AAAA,M,Subordinate control,6.4,25,forage,am,0.33583,1,1.8
4890,C,AAA,AAAA,M,Subordinate control,6.4,25,forage,am,0.34556,0,1.8
4891,D,AAA,AAAA,M,Subordinate control,6.3,25,forage,am,0.1825,1,1.8
4892,H,F,AAAC,F,Subordinate control,6,14,forage,am,0.34,0,99.600108
4893,I,AAC,AAAD,F,Dominant control,6.1,19,forage,pm,0.32583,2,8.799998
4894,Q,F,AAAC,M,Subordinate control,6.2,14,forage,pm,0.29722,1,97.000108
4895,L,F,AAAC,M,Subordinate control,6.2,14,forage,am,0.33556,1,97.000108
4896,R,AAC,AAAD,M,Dominant control,6.1,20,burrow,pm,0.11111,0,8.799998
4897,S,AAC,AAAD,M,Dominant control,6.2,19,forage,pm,0.24222,0,2.2
4898,M,AAC,AAAD,M,Dominant control,6.2,18,forage,am,0.37389,0,2.2
4899,Y,AAE,AAAG,F,Dominant treated,6.3,15,forage,am,0.38889,1,0
4900,Z,AAE,AAAG,F,Dominant treated,6.4,15,burrow,am,0.12083,0,0
4901,AA,AAE,AAAH,F,Dominant control,6.2,14,forage,pm,0.23278,0,10.8
4902,AB,AAE,AAAG,M,Dominant treated,6.4,15,burrow,am,0.08278,0,0
4903,AI,AAF,AAAI,F,Dominant treated,5.8,11,forage,pm,0.29056,0,0
4904,AE,AAF,AAAI,M,Dominant treated,6,12,forage,am,0.33194,0,0
4905,AJ,AAG,AAAK,F,Dominant control,6,11,burrow,am,0.075,0,25.600011
4906,AK,AAG,AAAK,M,Dominant control,6,11,forage,am,0.44111,0,25.600011
4907,AM,AAG,AAAK,M,Dominant control,6,11,forage,am,0.22167,0,25.600011
4908,AN,AAH,AAAL,F,Dominant control,6.1,22,forage,am,0.33944,1,27.200011
4909,CJ,AAW,AABE,F,Subordinate control,5.9,16,forage,am,0.33139,0,78.199998
4910,CK,AAW,AABE,F,Subordinate control,5.9,16,forage,am,0.31528,0,78.199998
4911,AP,AAH,AAAL,M,Dominant control,6.1,22,forage,am,0.35556,0,27.200011
4912,CP,AN,AABF,M,Subordinate control,6.1,9,burrow,am,0.03861,0,0.2
4913,CQ,AN,AABF,M,Subordinate control,6.1,9,burrow,am,0.09222,0,0.2
4914,AR,AAI,AAAM,F,Dominant treated,6.2,30,forage,pm,0.73889,2,26.400011
4915,AT,AAJ,AAAN,F,Subordinate control,5.9,31,forage,pm,0.26944,0,27.200011
4916,AU,AAK,AAAO,F,Dominant control,6.2,8,forage,pm,0.26306,0,0
4917,AV,AAK,AAAO,M,Dominant control,6.2,8,forage,pm,0.33333,0,0
4918,AX,AAL,AAAP,F,Dominant treated,6.2,33,forage,am,0.36694,0,0
4919,AY,AAL,AAAP,F,Dominant treated,6.2,33,forage,am,0.31778,0,0
4920,BD,AAL,AAAP,M,Dominant treated,6.2,33,forage,am,0.07417,0,0
4921,BH,AX,AAAT,M,Subordinate control,6.1,7,forage,pm,0.24972,0,0
4922,BI,AX,AAAT,M,Subordinate control,6.1,7,forage,pm,0.28,0,0
4923,BM,AAQ,AAAW,F,Subordinate control,6.3,9,forage,am,0.34222,0,0.8
4924,BO,AAQ,AAAW,M,Subordinate control,6.3,9,forage,pm,0.25389,0,0.8
4925,BP,AAQ,AAAW,M,Subordinate control,6.3,9,burrow,pm,0.01556,0,0.8
4926,BQ,AAQ,AAAW,M,Subordinate control,6.3,9,burrow,pm,0.065,0,0.8
4927,BR,AAS,AAAY,F,Dominant control,6.1,5,forage,pm,0.26167,0,27.200011
4928,BU,AAS,AAAY,M,Dominant control,6.1,5,forage,pm,0.25139,0,27.200011
4929,CS,AAX,AABG,F,Dominant control,6,12,forage,pm,0.27639,0,0.2
4930,CT,AAX,AABG,F,Dominant control,6.1,11,forage,am,0.37361,0,0.2
4931,CU,AAX,AABG,F,Dominant control,6,12,burrow,pm,0.11444,0,0.2
4932,BX,AAT,AAAZ,M,Dominant control,6.3,19,burrow,am,0.10917,0,0.8
4933,BZ,AAT,AAAZ,M,Dominant control,6.3,19,burrow,am,0.09722,0,0.8
4934,CV,AAX,AABG,M,Dominant control,6,12,forage,pm,0.12667,0,0.2
4935,CB,AAU,AABA,F,Subordinate control,5.9,17,forage,pm,0.24389,0,0
4936,CE,AAU,AABA,F,Subordinate control,6.1,17,forage,am,0.33694,0,0
4937,CC,AAU,AABA,M,Subordinate control,5.9,17,forage,pm,0.32917,0,0
4938,A,AAA,AAAA,F,Subordinate control,6.4,25,forage,am,0.35083,2,1.8
4939,B,AAA,AAAA,M,Subordinate control,6.4,25,forage,pm,0.29583,1,1.8
4940,C,AAA,AAAA,M,Subordinate control,6.4,25,forage,am,0.34472,0,1.8
4941,D,AAA,AAAA,M,Subordinate control,6.4,25,forage,am,0.34167,1,1.8
4942,H,F,AAAC,F,Subordinate control,6,20,burrow,pm,0.10833,0,99.600108
4943,I,AAC,AAAD,F,Dominant control,6.2,20,burrow,am,0.1175,0,2.2
4944,L,F,AAAC,M,Subordinate control,6.2,14,forage,am,0.33778,2,97.000108
4945,R,AAC,AAAD,M,Dominant control,6.2,20,burrow,am,0.10417,0,2.2
4946,M,AAC,AAAD,M,Dominant control,6.2,19,forage,pm,0.23639,0,2.2
4947,Y,AAE,AAAG,F,Dominant treated,6.4,15,burrow,am,0.10611,0,0
4948,Z,AAE,AAAG,F,Dominant treated,6.4,15,burrow,am,0.07444,2,0
4949,AA,AAE,AAAH,F,Dominant control,6.2,14,burrow,am,0.07306,0,0
4950,AB,AAE,AAAG,M,Dominant treated,6.4,15,forage,am,0.17944,0,0
4951,AI,AAF,AAAI,F,Dominant treated,5.8,11,burrow,pm,0.05,0,0
4952,AE,AAF,AAAI,M,Dominant treated,6,12,forage,am,0.32417,2,0
4953,AJ,AAG,AAAK,F,Dominant control,6,11,forage,am,0.37556,0,25.600011
4954,AK,AAG,AAAK,M,Dominant control,6,11,forage,pm,0.25417,0,25.600011
4955,AM,AAG,AAAK,M,Dominant control,6,11,forage,pm,0.25361,0,25.600011
4956,AN,AAH,AAAL,F,Dominant control,6.1,16,forage,pm,0.27444,0,27.200011
4957,CJ,AAW,AABE,F,Subordinate control,5.9,16,forage,pm,0.24722,0,78.199998
4958,CK,AAW,AABE,F,Subordinate control,5.9,16,forage,pm,0.26389,2,78.199998
4959,AP,AAH,AAAL,M,Dominant control,6.1,22,forage,am,0.33778,0,27.200011
4960,CP,AN,AABF,M,Subordinate control,6.1,9,forage,am,0.30222,2,0.2
4961,CQ,AN,AABF,M,Subordinate control,6.1,9,forage,am,0.32917,0,0.2
4962,AR,AAI,AAAM,F,Dominant treated,6.2,30,burrow,pm,0.34306,0,26.400011
4963,AT,AAJ,AAAN,F,Subordinate control,5.9,31,forage,pm,0.2525,0,27.200011
4964,AV,AAK,AAAO,M,Dominant control,6.2,8,forage,pm,0.25417,0,0
4965,AX,AAL,AAAP,F,Dominant treated,6.2,33,forage,am,0.34861,0,0
4966,AY,AAL,AAAP,F,Dominant treated,6.2,33,forage,am,0.33778,0,0
4967,BD,AAL,AAAP,M,Dominant treated,6.2,33,forage,am,0.34389,0,0
4968,BI,AX,AAAT,M,Subordinate control,6.1,7,forage,pm,0.25139,0,0
4969,BM,AAQ,AAAW,F,Subordinate control,6.3,9,forage,pm,0.23,0,0.8
4970,BO,AAQ,AAAW,M,Subordinate control,6.3,9,forage,pm,0.24306,0,0.8
4971,BP,AAQ,AAAW,M,Subordinate control,6.4,9,forage,am,0.34194,2,0
4972,BQ,AAQ,AAAW,M,Subordinate control,6.4,9,forage,am,0.335,3,0
4973,BR,AAS,AAAY,F,Dominant control,6.1,5,forage,pm,0.25917,0,27.200011
4974,BU,AAS,AAAY,M,Dominant control,6.2,5,burrow,am,0.09611,0,27.200011
4975,CS,AAX,AABG,F,Dominant control,6,12,burrow,pm,0.0875,0,0.2
4976,CT,AAX,AABG,F,Dominant control,6.1,12,forage,am,0.36278,0,0.2
4977,CU,AAX,AABG,F,Dominant control,6.1,11,forage,am,0.36917,1,0.2
4978,BX,AAT,AAAZ,M,Dominant control,6.3,19,burrow,am,0.11611,0,0.8
4979,BZ,AAT,AAAZ,M,Dominant control,6.3,19,burrow,am,0.08944,0,0.8
4980,CV,AAX,AABG,M,Dominant control,6,12,burrow,pm,0.09694,0,0.2
4981,CB,AAU,AABA,F,Subordinate control,5.9,17,forage,pm,0.33194,1,0
4982,CE,AAU,AABA,F,Subordinate control,6.1,17,forage,am,0.32889,0,0
4983,CC,AAU,AABA,M,Subordinate control,6.1,17,forage,am,0.34139,0,0
4984,A,AAA,AAAA,F,Subordinate control,6.4,25,forage,am,0.33417,0,1.8
4985,B,AAA,AAAA,M,Subordinate control,6.4,25,burrow,pm,0.04972,0,1.8
4986,C,AAA,AAAA,M,Subordinate control,6.4,25,forage,pm,0.26333,0,1.8
4987,D,AAA,AAAA,M,Subordinate control,6.4,25,forage,am,0.34306,0,1.8
4988,H,F,AAAC,F,Subordinate control,6,20,forage,pm,0.25611,0,99.600108
4989,I,AAC,AAAD,F,Dominant control,6.2,18,forage,am,0.37833,0,2.2
4990,L,F,AAAC,M,Subordinate control,6.2,14,forage,pm,0.20194,0,97.000108
4991,R,AAC,AAAD,M,Dominant control,6.2,18,forage,am,0.37167,0,2.2
4992,Y,AAE,AAAG,F,Dominant treated,6.4,15,burrow,am,0.07694,0,0
4993,Z,AAE,AAAG,F,Dominant treated,6.4,15,forage,am,0.31278,0,0
4994,AA,AAE,AAAH,F,Dominant control,6.2,14,forage,am,0.33222,0,0
4995,AB,AAE,AAAG,M,Dominant treated,6.4,15,forage,am,0.13889,0,0
4996,AI,AAF,AAAI,F,Dominant treated,6,12,burrow,am,0.10083,0,0
4997,AE,AAF,AAAI,M,Dominant treated,6,12,forage,am,0.34083,0,0
4998,AJ,AAG,AAAK,F,Dominant control,6,11,forage,am,0.3425,0,25.600011
4999,AK,AAG,AAAK,M,Dominant control,6,11,forage,pm,0.195,0,25.600011
5000,AM,AAG,AAAK,M,Dominant control,6,11,forage,pm,0.24972,4,25.600011
5001,CK,AAW,AABE,F,Subordinate control,5.9,16,forage,pm,0.25833,0,78.199998
5002,AP,AAH,AAAL,M,Dominant control,6.1,22,forage,pm,0.19861,0,27.200011
5003,CP,AN,AABF,M,Subordinate control,6.1,9,forage,am,0.32306,1,0.2
5004,CQ,AN,AABF,M,Subordinate control,6.1,9,forage,am,0.3275,1,0.2
5005,AR,AAI,AAAM,F,Dominant treated,6.2,4,forage,pm,0.2325,0,26.400011
5006,AT,AAJ,AAAN,F,Subordinate control,5.9,31,forage,pm,0.16333,0,27.200011
5007,AX,AAL,AAAP,F,Dominant treated,6.2,33,forage,am,0.2925,0,0
5008,AY,AAL,AAAP,F,Dominant treated,6.2,33,forage,pm,0.25972,0,0
5009,BD,AAL,AAAP,M,Dominant treated,6.2,33,forage,pm,0.355,0,0
5010,BM,AAQ,AAAW,F,Subordinate control,6.3,9,burrow,pm,0.03722,0,0.8
5011,BO,AAQ,AAAW,M,Subordinate control,6.4,9,forage,am,0.28333,2,0
5012,BP,AAQ,AAAW,M,Subordinate control,6.4,9,forage,am,0.34111,2,0
5013,BQ,AAQ,AAAW,M,Subordinate control,6.4,9,forage,am,0.32306,0,0
5014,BR,AAS,AAAY,F,Dominant control,6.1,5,burrow,pm,0.00611,0,27.200011
5015,BU,AAS,AAAY,M,Dominant control,6.2,5,forage,am,0.38056,0,27.200011
5016,CS,AAX,AABG,F,Dominant control,6.1,10,forage,pm,0.25333,0,0.2
5017,CT,AAX,AABG,F,Dominant control,6.1,13,burrow,pm,0.13194,0,0.2
5018,CU,AAX,AABG,F,Dominant control,6.1,12,forage,pm,0.32389,0,0.2
5019,BX,AAT,AAAZ,M,Dominant control,6.3,19,burrow,am,0.15917,0,0.8
5020,CV,AAX,AABG,M,Dominant control,6.1,10,forage,pm,0.25056,0,0.2
5021,CB,AAU,AABA,F,Subordinate control,6.1,17,forage,am,0.31639,0,0
5022,CE,AAU,AABA,F,Subordinate control,6.1,17,forage,am,0.31528,0,0
5023,CC,AAU,AABA,M,Subordinate control,6.1,17,forage,am,0.32694,3,0
